county,date,vaccines_started,vaccines_completed,vaccines_first_additional_dose
Clermont,2021-04-14,795,1271,0
Clermont,2021-04-15,779,1232,0
Clermont,2021-04-16,654,1020,0
Clermont,2021-04-17,393,838,0
Clermont,2021-04-18,121,310,0
Clermont,2021-04-19,309,1051,0
Clermont,2021-04-20,365,1403,0
Clermont,2021-04-21,327,1651,0
Clermont,2021-04-22,442,1376,0
Clermont,2021-04-23,389,1268,0
Clermont,2021-04-24,318,867,0
Clermont,2021-04-25,65,176,0
Clermont,2021-04-26,413,1115,0
Clermont,2021-04-27,327,1198,0
Clermont,2021-04-28,406,1000,0
Clermont,2021-04-29,363,1108,0
Clermont,2021-04-30,363,1066,0
Clermont,2021-05-01,268,925,0
Clermont,2021-05-02,76,254,0
Clermont,2021-05-03,227,704,0
Clermont,2021-05-04,428,921,0
Clermont,2021-05-05,390,961,0
Clermont,2021-05-06,356,987,0
Clermont,2021-05-07,355,853,0
Clermont,2021-05-08,166,932,0
Clermont,2021-05-09,54,208,0
Clermont,2021-05-10,175,537,0
Clermont,2021-05-11,271,900,0
Clermont,2021-05-12,214,515,0
Clermont,2021-05-13,622,629,0
Clermont,2021-05-14,550,635,0
Clermont,2021-05-15,425,346,0
Clermont,2021-05-16,248,105,0
Clermont,2021-05-17,713,451,0
Clermont,2021-05-18,580,401,0
Clermont,2021-05-19,572,495,0
Clermont,2021-05-20,555,459,0
Clermont,2021-05-21,477,379,0
Clermont,2021-05-22,404,305,0
Clermont,2021-05-23,182,80,0
Clermont,2021-05-24,343,367,0
Clermont,2021-05-25,306,335,0
Clermont,2021-05-26,354,334,0
Clermont,2021-05-27,311,358,0
Clermont,2021-05-28,288,318,0
Clermont,2021-05-29,194,124,0
Clermont,2021-05-30,66,57,0
Clermont,2021-05-31,51,36,0
Clermont,2021-06-01,210,359,0
Clermont,2021-06-02,190,203,0
Clermont,2021-06-03,233,579,0
Clermont,2021-06-04,230,506,0
Clermont,2021-06-05,136,354,0
Clermont,2021-06-06,52,196,0
Clermont,2021-06-07,180,617,0
Clermont,2021-06-08,145,452,0
Clermont,2021-06-09,141,469,0
Clermont,2021-06-10,211,439,0
Clermont,2021-06-11,185,439,0
Clermont,2021-06-12,113,369,0
Clermont,2021-06-13,39,130,0
Clermont,2021-06-14,132,314,0
Clermont,2021-06-15,117,283,0
Clermont,2021-06-16,104,307,0
Clermont,2021-06-17,156,294,0
Clermont,2021-06-18,121,324,0
Clermont,2021-06-19,74,164,0
Clermont,2021-06-20,35,56,0
Clermont,2021-06-21,108,136,0
Clermont,2021-06-22,94,222,0
Clermont,2021-06-23,98,173,0
Clermont,2021-06-24,90,207,0
Clermont,2021-06-25,120,198,0
Clermont,2021-06-26,72,125,0
Clermont,2021-06-27,36,50,0
Clermont,2021-06-28,83,116,0
Clermont,2021-06-29,75,150,0
Clermont,2021-06-30,89,139,0
Clermont,2021-07-01,94,166,0
Clermont,2021-07-02,91,156,0
Clermont,2021-07-03,52,80,0
Clermont,2021-07-04,6,13,0
Clermont,2021-07-05,52,95,0
Clermont,2021-07-06,52,129,0
Clermont,2021-07-07,81,90,0
Clermont,2021-07-08,95,138,0
Clermont,2021-07-09,95,120,0
Clermont,2021-07-10,70,82,0
Clermont,2021-07-11,44,33,0
Clermont,2021-07-12,77,78,0
Clermont,2021-07-13,74,92,0
Clermont,2021-07-14,89,110,0
Clermont,2021-07-15,102,106,0
Clermont,2021-07-16,112,130,0
Clermont,2021-07-17,86,66,0
Clermont,2021-07-18,42,31,0
Clermont,2021-07-19,116,91,0
Clermont,2021-07-20,153,99,0
Clermont,2021-07-21,139,80,0
Clermont,2021-07-22,167,84,0
Clermont,2021-07-23,167,106,0
Clermont,2021-07-24,116,74,0
Clermont,2021-07-25,95,30,0
Clermont,2021-07-26,193,75,0
Clermont,2021-07-27,169,69,0
Clermont,2021-07-28,172,63,0
Clermont,2021-07-29,186,87,0
Clermont,2021-07-30,201,88,0
Clermont,2021-07-31,124,64,0
Clermont,2021-08-01,95,40,0
Clermont,2021-08-02,203,75,0
Clermont,2021-08-03,205,87,0
Clermont,2021-08-04,201,108,0
Clermont,2021-08-05,201,82,0
Clermont,2021-08-06,245,135,0
Clermont,2021-08-07,157,79,0
Clermont,2021-08-08,113,45,0
Clermont,2021-08-09,217,115,0
Clermont,2021-08-10,196,110,0
Clermont,2021-08-11,175,98,0
Clermont,2021-08-12,195,139,0
Clermont,2021-08-13,217,140,1
Clermont,2021-08-14,170,96,20
Clermont,2021-08-15,94,65,26
Clermont,2021-08-16,194,161,50
Clermont,2021-08-17,220,132,55
Clermont,2021-08-18,208,127,37
Clermont,2021-08-19,200,159,38
Clermont,2021-08-20,243,225,30
Clermont,2021-08-21,122,116,31
Clermont,2021-08-22,76,59,11
Clermont,2021-08-23,167,179,33
Clermont,2021-08-24,224,180,23
Clermont,2021-08-25,198,175,16
Clermont,2021-08-26,192,163,28
Clermont,2021-08-27,275,235,30
Clermont,2021-08-28,175,147,19
Clermont,2021-08-29,99,104,11
Clermont,2021-08-30,206,205,22
Clermont,2021-08-31,227,195,25
Clermont,2021-09-01,228,133,28
Clermont,2021-09-02,184,162,21
Clermont,2021-09-03,208,213,25
Clermont,2021-09-04,127,147,14
Clermont,2021-09-05,98,108,9
Clermont,2021-09-06,40,50,1
Clermont,2021-09-07,184,213,24
Clermont,2021-09-08,159,162,21
Clermont,2021-09-09,203,174,25
Clermont,2021-09-10,258,222,22
Clermont,2021-09-11,147,156,11
Clermont,2021-09-12,82,86,5
Clermont,2021-09-13,156,168,12
Clermont,2021-09-14,193,213,18
Clermont,2021-09-15,110,188,14
Clermont,2021-09-16,159,129,24
Clermont,2021-09-17,146,259,22
Clermont,2021-09-18,100,162,16
Clermont,2021-09-19,53,90,6
Clermont,2021-09-20,134,175,22
Clermont,2021-09-21,130,183,20
Clermont,2021-09-22,108,194,16
Clermont,2021-09-23,116,158,12
Clermont,2021-09-24,139,186,165
Clermont,2021-09-25,73,121,152
Clermont,2021-09-26,42,86,111
Clermont,2021-09-27,94,94,282
Clermont,2021-09-28,113,169,243
Clermont,2021-09-29,110,157,284
Clermont,2021-09-30,129,188,218
Clermont,2021-10-01,109,205,243
Clermont,2021-10-02,64,109,150
Clermont,2021-10-03,50,68,101
Clermont,2021-10-04,91,129,226
Clermont,2021-10-05,97,139,295
Clermont,2021-10-06,78,106,270
Clermont,2021-10-07,106,131,297
Clermont,2021-10-08,129,167,303
Clermont,2021-10-09,52,94,171
Clermont,2021-10-10,39,63,78
Clermont,2021-10-11,107,119,218
Clermont,2021-10-12,120,118,328
Clermont,2021-10-13,108,117,266
Clermont,2021-10-14,119,119,223
Clermont,2021-10-15,122,143,223
Clermont,2021-10-16,52,75,101
Clermont,2021-10-17,18,42,67
Clermont,2021-10-18,73,103,185
Clermont,2021-10-19,88,93,258
Clermont,2021-10-20,82,93,210
Clermont,2021-10-21,110,113,263
Clermont,2021-10-22,128,127,463
Clermont,2021-10-23,58,50,370
Clermont,2021-10-24,26,36,152
Clermont,2021-10-25,108,101,598
Clermont,2021-10-26,101,116,768
Clermont,2021-10-27,106,80,569
Clermont,2021-10-28,102,94,588
Clermont,2021-10-29,112,121,709
Clermont,2021-10-30,56,68,352
Clermont,2021-10-31,42,46,138
Clermont,2021-11-01,92,78,477
Clermont,2021-11-02,113,107,737
Clermont,2021-11-03,127,96,546
Clermont,2021-11-04,144,97,707
Clermont,2021-11-05,168,107,718
Clermont,2021-11-06,129,52,349
Clermont,2021-11-07,56,27,147
Clermont,2021-11-08,104,83,453
Clermont,2021-11-09,229,89,503
Clermont,2021-11-10,225,98,591
Clermont,2021-11-11,246,104,554
Clermont,2021-11-12,263,118,709
Clermont,2021-11-13,225,54,307
Clermont,2021-11-14,110,27,132
Clermont,2021-11-15,205,89,497
Clermont,2021-11-16,319,90,659
Clermont,2021-11-17,253,91,603
Clermont,2021-11-18,256,84,676
Clermont,2021-11-19,202,112,764
Clermont,2021-11-20,168,55,361
Clermont,2021-11-21,64,33,221
Clermont,2021-11-22,206,67,699
Clermont,2021-11-23,171,55,683
Clermont,2021-11-24,169,76,505
Clermont,2021-11-25,1,1,8
Clermont,2021-11-26,111,99,482
Clermont,2021-11-27,76,95,347
Clermont,2021-11-28,47,42,202
Clermont,2021-11-29,124,113,519
Clermont,2021-11-30,110,187,575
Clermont,2021-12-01,165,184,806
Clermont,2021-12-02,122,203,741
Clermont,2021-12-03,108,239,816
Clermont,2021-12-04,80,165,370
Clermont,2021-12-05,63,108,190
Clermont,2021-12-06,99,178,642
Clermont,2021-12-07,116,248,742
Clermont,2021-12-08,99,190,677
Clermont,2021-12-09,139,199,774
Clermont,2021-12-10,110,160,843
Clermont,2021-12-11,61,145,408
Clermont,2021-12-12,48,66,245
Clermont,2021-12-13,101,136,632
Clermont,2021-12-14,124,135,863
Clermont,2021-12-15,119,131,710
Clermont,2021-12-16,116,91,743
Clermont,2021-12-17,132,102,833
Clermont,2021-12-18,101,106,351
Clermont,2021-12-19,44,33,264
Clermont,2021-12-20,113,101,677
Clermont,2021-12-21,135,98,712
Clermont,2021-12-22,149,129,692
Clermont,2021-12-23,121,86,645
Clermont,2021-12-24,28,12,131
Clermont,2021-12-25,1,0,0
Clermont,2021-12-26,30,44,184
Clermont,2021-12-27,114,89,561
Clermont,2021-12-28,151,141,636
Clermont,2021-12-29,137,95,726
Clermont,2021-12-30,139,88,627
Clermont,2021-12-31,36,48,236
Clermont,2022-01-01,11,7,35
Clermont,2022-01-02,35,31,168
Clermont,2022-01-03,117,100,462
Clermont,2022-01-04,155,105,522
Clermont,2022-01-05,102,112,628
Clermont,2022-01-06,103,89,518
Clermont,2022-01-07,140,113,636
Clermont,2022-01-08,79,67,362
Clermont,2022-01-09,42,38,188
Clermont,2022-01-10,103,62,417
Clermont,2022-01-11,111,93,567
Clermont,2022-01-12,110,99,488
Clermont,2022-01-13,149,83,416
Clermont,2022-01-14,113,79,568
Clermont,2022-01-15,80,29,251
Clermont,2022-01-16,41,26,140
Clermont,2022-01-17,69,59,300
Clermont,2022-01-18,89,62,344
Clermont,2022-01-19,70,82,335
Clermont,2022-01-20,66,78,251
Clermont,2022-01-21,100,56,342
Clermont,2022-01-22,54,35,176
Clermont,2022-01-23,28,27,109
Clermont,2022-01-24,54,61,186
Clermont,2022-01-25,66,92,201
Clermont,2022-01-26,51,88,239
Clermont,2022-01-27,45,65,208
Clermont,2022-01-28,47,79,258
Clermont,2022-01-29,38,48,143
Clermont,2022-01-30,11,32,64
Clermont,2022-01-31,19,45,62
Clinton,2020-12-14,0,0,0
Clinton,2020-12-15,0,0,0
Clinton,2020-12-16,0,0,0
Clinton,2020-12-17,2,0,0
Clinton,2020-12-18,52,0,0
Clinton,2020-12-19,0,0,0
Clinton,2020-12-20,1,0,0
Clinton,2020-12-21,14,0,0
Clinton,2020-12-22,23,0,0
Clinton,2020-12-23,49,0,0
Clinton,2020-12-24,10,0,0
Clinton,2020-12-25,0,0,0
Clinton,2020-12-26,33,0,0
Clinton,2020-12-27,9,0,0
Clinton,2020-12-28,44,0,0
Clinton,2020-12-29,44,0,0
Clinton,2020-12-30,87,0,0
Clinton,2020-12-31,25,0,0
Clinton,2021-01-01,15,1,0
Clinton,2021-01-02,8,0,0
Clinton,2021-01-03,2,1,0
Clinton,2021-01-04,42,0,0
Clinton,2021-01-05,57,1,0
Clinton,2021-01-06,58,0,0
Clinton,2021-01-07,104,1,0
Clinton,2021-01-08,35,19,0
Clinton,2021-01-09,8,0,0
Clinton,2021-01-10,4,0,0
Clinton,2021-01-11,221,5,0
Clinton,2021-01-12,39,0,0
Clinton,2021-01-13,110,23,0
Clinton,2021-01-14,33,3,0
Clinton,2021-01-15,49,10,0
Clinton,2021-01-16,12,26,0
Clinton,2021-01-17,9,5,0
Clinton,2021-01-18,10,8,0
Clinton,2021-01-19,26,3,0
Clinton,2021-01-20,51,13,0
Clinton,2021-01-21,177,26,0
Clinton,2021-01-22,295,24,0
Clinton,2021-01-23,28,9,0
Clinton,2021-01-24,3,1,0
Clinton,2021-01-25,58,30,0
Clinton,2021-01-26,70,54,0
Clinton,2021-01-27,80,64,0
Clinton,2021-01-28,165,35,0
Clinton,2021-01-29,348,42,0
Clinton,2021-01-30,46,7,0
Clinton,2021-01-31,14,0,0
Clinton,2021-02-01,134,193,0
Clinton,2021-02-02,135,92,0
Clinton,2021-02-03,141,133,0
Clinton,2021-02-04,219,47,0
Clinton,2021-02-05,356,50,0
Clinton,2021-02-06,59,18,0
Clinton,2021-02-07,33,6,0
Clinton,2021-02-08,72,31,0
Clinton,2021-02-09,57,24,0
Clinton,2021-02-10,93,102,0
Clinton,2021-02-11,95,135,0
Clinton,2021-02-12,213,166,0
Clinton,2021-02-13,43,18,0
Clinton,2021-02-14,23,3,0
Clinton,2021-02-15,49,12,0
Clinton,2021-02-16,24,9,0
Clinton,2021-02-17,311,62,0
Clinton,2021-02-18,30,165,0
Clinton,2021-02-19,133,235,0
Clinton,2021-02-20,18,45,0
Clinton,2021-02-21,4,20,0
Clinton,2021-02-22,23,94,0
Clinton,2021-02-23,97,133,0
Clinton,2021-02-24,63,116,0
Clinton,2021-02-25,82,181,0
Clinton,2021-02-26,89,321,0
Clinton,2021-02-27,27,52,0
Clinton,2021-02-28,14,38,0
Clinton,2021-03-01,61,100,0
Clinton,2021-03-02,405,63,0
Clinton,2021-03-03,121,136,0
Clinton,2021-03-04,278,205,0
Clinton,2021-03-05,83,415,0
Clinton,2021-03-06,255,162,0
Clinton,2021-03-07,14,32,0
Clinton,2021-03-08,118,124,0
Clinton,2021-03-09,399,182,0
Clinton,2021-03-10,165,285,0
Clinton,2021-03-11,482,224,0
Clinton,2021-03-12,104,331,0
Clinton,2021-03-13,49,29,0
Clinton,2021-03-14,38,14,0
Clinton,2021-03-15,87,53,0
Clinton,2021-03-16,288,150,0
Clinton,2021-03-17,499,76,0
Clinton,2021-03-18,282,66,0
Clinton,2021-03-19,161,178,0
Clinton,2021-03-20,144,106,0
Clinton,2021-03-21,23,5,0
Clinton,2021-03-22,109,35,0
Clinton,2021-03-23,71,357,0
Clinton,2021-03-24,349,51,0
Clinton,2021-03-25,118,215,0
Clinton,2021-03-26,346,89,0
Clinton,2021-03-27,65,135,0
Clinton,2021-03-28,20,11,0
Clinton,2021-03-29,299,103,0
Clinton,2021-03-30,132,284,0
Clinton,2021-03-31,233,166,0
Clinton,2021-04-01,309,450,0
Clinton,2021-04-02,199,150,0
Clinton,2021-04-03,147,128,0
Clinton,2021-04-04,19,29,0
Clinton,2021-04-05,168,112,0
Clinton,2021-04-06,111,217,0
Clinton,2021-04-07,88,486,0
Clinton,2021-04-08,217,401,0
Clinton,2021-04-09,200,212,0
Clinton,2021-04-10,110,147,0
Clinton,2021-04-11,11,29,0
Clinton,2021-04-12,116,103,0
Clinton,2021-04-13,63,141,0
Clinton,2021-04-14,64,370,0
Clinton,2021-04-15,57,139,0
Clinton,2021-04-16,62,279,0
Clinton,2021-04-17,24,50,0
Clinton,2021-04-18,20,21,0
Clinton,2021-04-19,59,284,0
Clinton,2021-04-20,36,101,0
Clinton,2021-04-21,49,234,0
Clinton,2021-04-22,106,152,0
Clinton,2021-04-23,48,127,0
Clinton,2021-04-24,22,71,0
Clinton,2021-04-25,12,18,0
Clinton,2021-04-26,45,129,0
Clinton,2021-04-27,43,78,0
Clinton,2021-04-28,60,71,0
Clinton,2021-04-29,61,64,0
Clinton,2021-04-30,61,103,0
Clinton,2021-05-01,37,18,0
Clinton,2021-05-02,13,7,0
Clinton,2021-05-03,54,81,0
Clinton,2021-05-04,41,62,0
Clinton,2021-05-05,54,100,0
Clinton,2021-05-06,53,65,0
Clinton,2021-05-07,37,86,0
Clinton,2021-05-08,20,34,0
Clinton,2021-05-09,11,18,0
Clinton,2021-05-10,32,70,0
Clinton,2021-05-11,43,57,0
Clinton,2021-05-12,35,60,0
Clinton,2021-05-13,164,89,0
Clinton,2021-05-14,117,80,0
Clinton,2021-05-15,77,34,0
Clinton,2021-05-16,24,6,0
Clinton,2021-05-17,74,41,0
Clinton,2021-05-18,45,26,0
Clinton,2021-05-19,102,123,0
Clinton,2021-05-20,85,74,0
Clinton,2021-05-21,79,71,0
Clinton,2021-05-22,37,41,0
Clinton,2021-05-23,22,16,0
Clinton,2021-05-24,53,46,0
Clinton,2021-05-25,43,43,0
Clinton,2021-05-26,36,59,0
Clinton,2021-05-27,49,57,0
Clinton,2021-05-28,35,47,0
Clinton,2021-05-29,28,25,0
Clinton,2021-05-30,14,10,0
Clinton,2021-05-31,16,14,0
Clinton,2021-06-01,31,42,0
Clinton,2021-06-02,35,34,0
Clinton,2021-06-03,56,151,0
Clinton,2021-06-04,52,91,0
Clinton,2021-06-05,27,56,0
Clinton,2021-06-06,12,26,0
Clinton,2021-06-07,42,64,0
Clinton,2021-06-08,18,37,0
Clinton,2021-06-09,31,68,0
Clinton,2021-06-10,15,54,0
Clinton,2021-06-11,28,67,0
Clinton,2021-06-12,18,36,0
Clinton,2021-06-13,3,18,0
Clinton,2021-06-14,14,35,0
Clinton,2021-06-15,21,40,0
Clinton,2021-06-16,17,29,0
Clinton,2021-06-17,8,20,0
Clinton,2021-06-18,15,31,0
Clinton,2021-06-19,9,21,0
Clinton,2021-06-20,3,13,0
Clinton,2021-06-21,7,26,0
Clinton,2021-06-22,19,25,0
Clinton,2021-06-23,13,31,0
Clinton,2021-06-24,18,35,0
Clinton,2021-06-25,10,38,0
Clinton,2021-06-26,6,17,0
Clinton,2021-06-27,8,9,0
Clinton,2021-06-28,15,33,0
Clinton,2021-06-29,21,28,0
Clinton,2021-06-30,17,24,0
Clinton,2021-07-01,7,30,0
Clinton,2021-07-02,18,18,0
Clinton,2021-07-03,3,14,0
Clinton,2021-07-04,1,3,0
Clinton,2021-07-05,9,12,0
Clinton,2021-07-06,12,18,0
Clinton,2021-07-07,16,20,0
Clinton,2021-07-08,27,16,0
Clinton,2021-07-09,13,12,0
Clinton,2021-07-10,11,12,0
Clinton,2021-07-11,4,2,0
Clinton,2021-07-12,11,10,0
Clinton,2021-07-13,15,11,0
Clinton,2021-07-14,16,12,0
Clinton,2021-07-15,20,14,0
Clinton,2021-07-16,19,13,0
Clinton,2021-07-17,5,8,0
Clinton,2021-07-18,13,8,0
Clinton,2021-07-19,21,13,0
Clinton,2021-07-20,25,29,0
Clinton,2021-07-21,26,16,0
Clinton,2021-07-22,30,16,0
Clinton,2021-07-23,23,14,0
Clinton,2021-07-24,14,4,0
Clinton,2021-07-25,7,2,0
Clinton,2021-07-26,26,13,0
Clinton,2021-07-27,40,17,0
Clinton,2021-07-28,31,19,0
Clinton,2021-07-29,31,18,0
Clinton,2021-07-30,31,22,0
Clinton,2021-07-31,13,11,0
Clinton,2021-08-01,12,7,0
Clinton,2021-08-02,27,9,0
Clinton,2021-08-03,47,17,0
Clinton,2021-08-04,24,16,0
Clinton,2021-08-05,63,28,0
Clinton,2021-08-06,36,27,0
Clinton,2021-08-07,24,8,0
Clinton,2021-08-08,25,10,0
Clinton,2021-08-09,33,17,0
Clinton,2021-08-10,35,21,0
Clinton,2021-08-11,49,24,0
Clinton,2021-08-12,38,24,0
Clinton,2021-08-13,35,20,0
Clinton,2021-08-14,21,15,1
Clinton,2021-08-15,12,4,3
Clinton,2021-08-16,30,25,6
Clinton,2021-08-17,47,22,4
Clinton,2021-08-18,41,33,7
Clinton,2021-08-19,27,24,3
Clinton,2021-08-20,49,32,7
Clinton,2021-08-21,14,16,2
Clinton,2021-08-22,16,7,3
Clinton,2021-08-23,27,24,7
Clinton,2021-08-24,37,25,8
Clinton,2021-08-25,44,28,5
Clinton,2021-08-26,54,56,8
Clinton,2021-08-27,60,54,6
Clinton,2021-08-28,31,24,1
Clinton,2021-08-29,19,18,0
Clinton,2021-08-30,39,29,4
Clinton,2021-08-31,53,47,13
Clinton,2021-09-01,59,35,7
Clinton,2021-09-02,44,27,12
Clinton,2021-09-03,46,32,0
Clinton,2021-09-04,20,21,0
Clinton,2021-09-05,18,9,1
Clinton,2021-09-06,6,7,2
Clinton,2021-09-07,20,36,13
Clinton,2021-09-08,45,36,17
Clinton,2021-09-09,42,30,12
Clinton,2021-09-10,50,43,2
Clinton,2021-09-11,27,21,3
Clinton,2021-09-12,18,15,1
Clinton,2021-09-13,25,24,4
Clinton,2021-09-14,24,35,24
Clinton,2021-09-15,37,44,22
Clinton,2021-09-16,34,41,13
Clinton,2021-09-17,38,52,5
Clinton,2021-09-18,16,29,3
Clinton,2021-09-19,7,25,0
Clinton,2021-09-20,23,38,4
Clinton,2021-09-21,30,34,31
Clinton,2021-09-22,30,36,5
Clinton,2021-09-23,34,35,5
Clinton,2021-09-24,24,34,11
Clinton,2021-09-25,23,21,28
Clinton,2021-09-26,15,12,23
Clinton,2021-09-27,19,7,54
Clinton,2021-09-28,21,26,144
Clinton,2021-09-29,26,30,99
Clinton,2021-09-30,33,45,156
Clinton,2021-10-01,34,47,67
Clinton,2021-10-02,4,25,21
Clinton,2021-10-03,9,11,18
Clinton,2021-10-04,20,31,43
Clinton,2021-10-05,17,15,71
Clinton,2021-10-06,31,34,181
Clinton,2021-10-07,25,30,52
Clinton,2021-10-08,18,28,61
Clinton,2021-10-09,13,10,20
Clinton,2021-10-10,9,13,4
Clinton,2021-10-11,8,19,30
Clinton,2021-10-12,24,37,120
Clinton,2021-10-13,29,53,158
Clinton,2021-10-14,17,25,116
Clinton,2021-10-15,26,24,57
Clinton,2021-10-16,12,22,18
Clinton,2021-10-17,3,13,7
Clinton,2021-10-18,13,18,32
Clinton,2021-10-19,9,10,26
Clinton,2021-10-20,25,25,147
Clinton,2021-10-21,23,24,40
Clinton,2021-10-22,22,25,67
Clinton,2021-10-23,7,7,34
Clinton,2021-10-24,4,7,28
Clinton,2021-10-25,16,16,78
Clinton,2021-10-26,22,13,79
Clinton,2021-10-27,37,27,253
Clinton,2021-10-28,33,7,97
Clinton,2021-10-29,17,21,84
Clinton,2021-10-30,9,8,37
Clinton,2021-10-31,4,9,17
Clinton,2021-11-01,15,21,69
Clinton,2021-11-02,23,13,140
Clinton,2021-11-03,38,21,128
Clinton,2021-11-04,20,16,101
Clinton,2021-11-05,70,14,124
Clinton,2021-11-06,9,12,35
Clinton,2021-11-07,3,5,9
Clinton,2021-11-08,26,8,76
Clinton,2021-11-09,26,9,78
Clinton,2021-11-10,51,11,79
Clinton,2021-11-11,15,15,57
Clinton,2021-11-12,18,16,93
Clinton,2021-11-13,14,11,31
Clinton,2021-11-14,13,6,16
Clinton,2021-11-15,33,16,58
Clinton,2021-11-16,34,18,113
Clinton,2021-11-17,19,9,101
Clinton,2021-11-18,45,28,125
Clinton,2021-11-19,32,5,113
Clinton,2021-11-20,15,9,52
Clinton,2021-11-21,5,5,26
Clinton,2021-11-22,18,9,111
Clinton,2021-11-23,28,15,114
Clinton,2021-11-24,27,27,103
Clinton,2021-11-25,0,0,1
Clinton,2021-11-26,19,12,49
Clinton,2021-11-27,7,10,40
Clinton,2021-11-28,7,3,25
Clinton,2021-11-29,20,36,64
Clinton,2021-11-30,27,28,109
Clinton,2021-12-01,38,60,161
Clinton,2021-12-02,39,18,167
Clinton,2021-12-03,22,48,103
Clinton,2021-12-04,17,11,47
Clinton,2021-12-05,15,11,22
Clinton,2021-12-06,20,11,79
Clinton,2021-12-07,21,32,121
Clinton,2021-12-08,32,19,101
Clinton,2021-12-09,36,37,141
Clinton,2021-12-10,22,21,103
Clinton,2021-12-11,11,12,36
Clinton,2021-12-12,2,3,23
Clinton,2021-12-13,18,12,84
Clinton,2021-12-14,14,20,107
Clinton,2021-12-15,18,18,101
Clinton,2021-12-16,13,13,103
Clinton,2021-12-17,26,14,113
Clinton,2021-12-18,8,7,46
Clinton,2021-12-19,7,5,21
Clinton,2021-12-20,30,20,166
Clinton,2021-12-21,23,19,136
Clinton,2021-12-22,35,18,142
Clinton,2021-12-23,12,13,55
Clinton,2021-12-24,7,2,11
Clinton,2021-12-25,0,0,1
Clinton,2021-12-26,9,19,15
Clinton,2021-12-27,21,18,65
Clinton,2021-12-28,16,11,74
Clinton,2021-12-29,23,13,78
Clinton,2021-12-30,31,27,89
Clinton,2021-12-31,15,9,43
Clinton,2022-01-01,1,2,9
Clinton,2022-01-02,9,12,18
Clinton,2022-01-03,13,14,46
Clinton,2022-01-04,22,16,81
Clinton,2022-01-05,36,33,146
Clinton,2022-01-06,17,9,49
Clinton,2022-01-07,26,15,78
Clinton,2022-01-08,13,9,34
Clinton,2022-01-09,7,4,14
Clinton,2022-01-10,14,9,44
Clinton,2022-01-11,11,18,59
Clinton,2022-01-12,22,22,100
Clinton,2022-01-13,19,14,39
Clinton,2022-01-14,23,17,46
Clinton,2022-01-15,4,7,22
Clinton,2022-01-16,5,5,14
Clinton,2022-01-17,5,9,14
Clinton,2022-01-18,12,16,32
Clinton,2022-01-19,11,21,40
Clinton,2022-01-20,12,16,23
Clinton,2022-01-21,5,10,30
Clinton,2022-01-22,9,5,25
Clinton,2022-01-23,7,4,9
Clinton,2022-01-24,11,7,15
Clinton,2022-01-25,6,13,22
Clinton,2022-01-26,16,17,32
Clinton,2022-01-27,9,10,23
Clinton,2022-01-28,6,14,26
Clinton,2022-01-29,5,11,10
Clinton,2022-01-30,1,2,3
Clinton,2022-01-31,3,5,4
Columbiana,2020-12-14,1,0,0
Columbiana,2020-12-15,0,0,0
Columbiana,2020-12-16,4,0,0
Columbiana,2020-12-17,8,0,0
Columbiana,2020-12-18,15,0,0
Columbiana,2020-12-19,0,0,0
Columbiana,2020-12-20,0,0,0
Columbiana,2020-12-21,69,0,0
Columbiana,2020-12-22,207,0,0
Columbiana,2020-12-23,220,0,0
Columbiana,2020-12-24,68,0,0
Columbiana,2020-12-25,0,0,0
Columbiana,2020-12-26,9,0,0
Columbiana,2020-12-27,25,0,0
Columbiana,2020-12-28,94,0,0
Columbiana,2020-12-29,157,0,0
Columbiana,2020-12-30,272,0,0
Columbiana,2020-12-31,170,0,0
Columbiana,2021-01-01,11,0,0
Columbiana,2021-01-02,12,0,0
Columbiana,2021-01-03,55,0,0
Columbiana,2021-01-04,93,2,0
Columbiana,2021-01-05,77,0,0
Columbiana,2021-01-06,402,4,0
Columbiana,2021-01-07,198,12,0
Columbiana,2021-01-08,151,13,0
Columbiana,2021-01-09,13,0,0
Columbiana,2021-01-10,16,0,0
Columbiana,2021-01-11,193,66,0
Columbiana,2021-01-12,192,109,0
Columbiana,2021-01-13,169,3,0
Columbiana,2021-01-14,267,10,0
Columbiana,2021-01-15,46,4,0
Columbiana,2021-01-16,53,7,0
Columbiana,2021-01-17,9,5,0
Columbiana,2021-01-18,58,86,0
Columbiana,2021-01-19,206,95,0
Columbiana,2021-01-20,490,252,0
Columbiana,2021-01-21,364,124,0
Columbiana,2021-01-22,603,9,0
Columbiana,2021-01-23,102,4,0
Columbiana,2021-01-24,50,27,0
Columbiana,2021-01-25,258,79,0
Columbiana,2021-01-26,348,134,0
Columbiana,2021-01-27,394,284,0
Columbiana,2021-01-28,428,161,0
Columbiana,2021-01-29,622,137,0
Columbiana,2021-01-30,73,7,0
Columbiana,2021-01-31,29,11,0
Columbiana,2021-02-01,177,134,0
Columbiana,2021-02-02,323,172,0
Columbiana,2021-02-03,321,295,0
Columbiana,2021-02-04,702,281,0
Columbiana,2021-02-05,833,74,0
Columbiana,2021-02-06,86,52,0
Columbiana,2021-02-07,328,9,0
Columbiana,2021-02-08,79,159,0
Columbiana,2021-02-09,333,57,0
Columbiana,2021-02-10,844,169,0
Columbiana,2021-02-11,942,188,0
Columbiana,2021-02-12,256,540,0
Columbiana,2021-02-13,86,63,0
Columbiana,2021-02-14,24,41,0
Columbiana,2021-02-15,44,115,0
