X,Y,FID,NAME,CLASS,ST,STFIPS,PLACEFIPS,CAPITAL,POP_CLASS,POPULATION
-111.9541029,43.47579236,1,Ammon,city,ID,16,1601990, ,6,15181
-112.345567,43.1939371,2,Blackfoot,city,ID,16,1607840, ,6,11946
-116.2301102,43.59901481,3,Boise City,city,ID,16,1608830,State,8,225405
-113.7932927,42.53674089,4,Burley,city,ID,16,1611260, ,6,10727
-116.6856189,43.66162605,5,Caldwell,city,ID,16,1612250, ,7,53942
-112.4695578,42.92274567,6,Chubbuck,city,ID,16,1614680, ,6,14655
-116.7931501,47.70458908,7,Coeur d'Alene,city,ID,16,1616750, ,7,50469
-116.3508845,43.69468764,8,Eagle,city,ID,16,1623410, ,6,25825
-116.2934025,43.66470055,9,Garden City,city,ID,16,1629620, ,6,12172
-116.8011222,47.76856022,10,Hayden,city,ID,16,1636370, ,6,14759
-112.0361049,43.48763197,11,Idaho Falls,city,ID,16,1639700, ,7,60459
-114.5156931,42.71845024,12,Jerome,city,ID,16,1641320, ,6,11403
-116.4063972,43.48969664,13,Kuna,city,ID,16,1644290, ,6,18179
-117.012528,46.40201856,14,Lewiston,city,ID,16,1646540, ,6,33087
-116.3968518,43.61767013,15,Meridian,city,ID,16,1652120, ,7,94647
-116.9989025,46.73055046,16,Moscow,city,ID,16,1654550, ,6,25597
-115.696567,43.13279156,17,Mountain Home,city,ID,16,1654730, ,6,13957
-116.5626567,43.58248587,18,Nampa,city,ID,16,1656260, ,7,91299
-112.4403314,42.86382584,19,Pocatello,city,ID,16,1664090, ,7,55781
-116.9491065,47.72197353,20,Post Falls,city,ID,16,1664810, ,6,31770
-111.7926482,43.82206521,21,Rexburg,city,ID,16,1667420, ,6,28019
-114.4638975,42.56302955,22,Twin Falls,city,ID,16,1682810, ,6,49070
-87.98278775,41.92424144,23,Addison,village,IL,17,1700243, ,6,37260
-88.31546346,42.16268894,24,Algonquin,village,IL,17,1700685, ,6,30536
-87.73507,41.67027816,25,Alsip,village,IL,17,1701010, ,6,19299
-90.18227517,38.89136142,26,Alton,city,IL,17,1701114, ,6,26822
-88.09435575,42.47836437,27,Antioch,village,IL,17,1701595, ,6,14421
-87.98254512,42.09556846,28,Arlington Heights,village,IL,17,1702154, ,7,76280
-88.3067425,41.7591645,29,Aurora,city,IL,17,1703012, ,8,203195
-88.12784458,42.15150105,30,Barrington,village,IL,17,1703844, ,6,10479
-88.18448786,41.99109179,31,Bartlett,village,IL,17,1704013, ,6,41945
-88.30925205,41.84901502,32,Batavia,city,IL,17,1704078, ,6,26010
-87.84967912,42.42872979,33,Beach Park,village,IL,17,1704303, ,6,13523
-89.98737651,38.5161488,34,Belleville,city,IL,17,1704845, ,6,42721
-87.87617268,41.8828941,35,Bellwood,village,IL,17,1704975, ,6,19185
-88.83536225,42.255031,36,Belvidere,city,IL,17,1705092, ,6,25767
-87.9434233,41.95829565,37,Bensenville,village,IL,17,1705248, ,6,18868
-87.7909345,41.84333414,38,Berwyn,city,IL,17,1705573, ,7,57911
-88.095016,41.9503246,39,Bloomingdale,village,IL,17,1706587, ,6,22697
-88.99704911,40.48566868,40,Bloomington,city,IL,17,1706613, ,7,79009
-87.68176343,41.66462613,41,Blue Island,city,IL,17,1706704, ,6,24593
-88.10116567,41.69125158,42,Bolingbrook,village,IL,17,1707133, ,7,74945
-87.87699885,41.18319226,43,Bourbonnais,village,IL,17,1707471, ,6,18295
-87.852725,41.14472902,44,Bradley,village,IL,17,1707744, ,6,15940
-87.80666462,41.74020914,45,Bridgeview,village,IL,17,1708225, ,6,17040
-87.84700334,41.82452895,46,Brookfield,village,IL,17,1708576, ,6,18924
-87.9764365,42.15452636,47,Buffalo Grove,village,IL,17,1709447, ,6,41503
-87.76849995,41.74441872,48,Burbank,city,IL,17,1709642, ,6,29000
-87.91995374,41.74870952,49,Burr Ridge,village,IL,17,1709980, ,6,10783
-90.17764778,38.56503725,50,Cahokia,village,IL,17,1710370, ,6,13752
-87.53845786,41.60932534,51,Calumet City,city,IL,17,1710487, ,6,36686
-88.4006045,41.93855263,52,Campton Hills,village,IL,17,1710906, ,6,11592
-90.04109678,40.56317163,53,Canton,city,IL,17,1711007, ,6,14144
-89.22318644,37.72212376,54,Carbondale,city,IL,17,1711163, ,6,26126
-88.13067055,41.91824117,55,Carol Stream,village,IL,17,1711332, ,6,40685
-88.26435214,42.11830263,56,Carpentersville,village,IL,17,1711358, ,6,39135
-88.250026,42.21574929,57,Cary,village,IL,17,1711592, ,6,18082
-89.1194545,38.52745034,58,Centralia,city,IL,17,1712164, ,6,12710
-88.24923325,40.12029469,59,Champaign,city,IL,17,1712385, ,7,86805
-88.21954836,41.43612837,60,Channahon,village,IL,17,1712476, ,6,13006
-88.17782174,39.48445584,61,Charleston,city,IL,17,1712567, ,6,21347
-89.6960178,39.67154339,62,Chatham,village,IL,17,1712684, ,6,12608
-87.64714639,41.75648806,63,Chicago,city,IL,17,1714000, ,10,2781116
-87.63458144,41.51011662,64,Chicago Heights,city,IL,17,1714026, ,6,30349
-87.77946981,41.70340885,65,Chicago Ridge,village,IL,17,1714065, ,6,14543
-87.7592947,41.84453399,66,Cicero,town,IL,17,1714351, ,7,86915
-89.976998,38.67785112,67,Collinsville,city,IL,17,1715599, ,6,24968
-87.72461072,41.56376125,68,Country Club Hills,city,IL,17,1716691, ,6,16306
-88.11290894,41.57230215,69,Crest Hill,city,IL,17,1717458, ,6,21128
-87.73974926,41.64524759,70,Crestwood,village,IL,17,1717497, ,6,10816
-88.32928102,42.23162708,71,Crystal Lake,city,IL,17,1717887, ,6,40354
-87.61160973,40.14214378,72,Danville,city,IL,17,1718563, ,6,31670
-87.9877155,41.73476657,73,Darien,city,IL,17,1718628, ,6,22543
-88.9334687,39.85566301,74,Decatur,city,IL,17,1718823, ,7,72665
-87.85089015,42.16570376,75,Deerfield,village,IL,17,1718992, ,6,18479
-88.74759084,41.93000143,76,DeKalb,city,IL,17,1719161, ,6,43445
-87.90082446,42.0343349,77,Des Plaines,city,IL,17,1719642, ,7,59445
-89.47851088,41.84395912,78,Dixon,city,IL,17,1720162, ,6,15744
-87.603667,41.6299756,79,Dolton,village,IL,17,1720292, ,6,22542
-88.00177825,41.784534,80,Downers Grove,village,IL,17,1720591, ,6,49990
-90.44006733,41.51429114,81,East Moline,city,IL,17,1722073, ,6,20662
-89.580751,40.6730592,82,East Peoria,city,IL,17,1722164, ,6,23544
-90.15062475,38.61577388,83,East St. Louis,city,IL,17,1722255, ,6,25458
-89.95501771,38.81313758,84,Edwardsville,city,IL,17,1722697, ,6,25044
-88.55099982,39.1201178,85,Effingham,city,IL,17,1722736, ,6,12563
-88.280879,42.03907735,86,Elgin,city,IL,17,1723074, ,8,115908
-87.9977905,42.00287298,87,Elk Grove Village,village,IL,17,1723256, ,6,33074
-87.94314171,41.89718487,88,Elmhurst,city,IL,17,1723620, ,6,45294
-87.81633414,41.92246186,89,Elmwood Park,village,IL,17,1723724, ,6,25353
-87.68850735,42.04075947,90,Evanston,city,IL,17,1724582, ,7,77565
-87.70133411,41.72127738,91,Evergreen Park,village,IL,17,1724634, ,6,19653
-90.01057745,38.59787523,92,Fairview Heights,city,IL,17,1725141, ,6,17127
-87.81566814,41.86836488,93,Forest Park,village,IL,17,1726935, ,6,14457
-88.182885,42.39983984,94,Fox Lake,village,IL,17,1727442, ,6,10451
-87.844018,41.48441064,95,Frankfort,village,IL,17,1727624, ,6,19331
-87.88094786,41.93683025,96,Franklin Park,village,IL,17,1727702, ,6,18615
-89.63522637,42.28907188,97,Freeport,city,IL,17,1727884, ,6,25125
-87.98293035,42.35195595,98,Gages Lake,Census Designated Place,IL,17,1728248, ,6,10088
-90.37430249,40.95199227,99,Galesburg,city,IL,17,1728326, ,6,30815
-88.32420419,41.88310844,100,Geneva,city,IL,17,1728872, ,6,22208
-89.97149854,38.76444988,101,Glen Carbon,village,IL,17,1729639, ,6,13324
-88.0884895,41.91820509,102,Glendale Heights,village,IL,17,1729730, ,6,34877
-88.06336562,41.86708236,103,Glen Ellyn,village,IL,17,1729756, ,6,28122
-87.82165526,42.08271248,104,Glenview,village,IL,17,1729938, ,6,46425
-90.21589977,38.9582483,105,Godfrey,village,IL,17,1730094, ,6,18074
-90.1463902,38.70476153,106,Granite City,city,IL,17,1730926, ,6,29047
-88.0444725,42.3217732,107,Grayslake,village,IL,17,1731121, ,6,20879
-87.93890045,42.37076372,108,Gurnee,village,IL,17,1732018, ,6,31407
-88.14455054,41.98186391,109,Hanover Park,village,IL,17,1732746, ,6,38810
-87.65230366,41.60744683,110,Harvey,city,IL,17,1733383, ,6,24172
-87.68992324,41.57311617,111,Hazel Crest,village,IL,17,1733695, ,6,14004
-89.03049917,37.79860555,112,Herrin,city,IL,17,1734358, ,6,12822
-87.82811638,41.72478696,113,Hickory Hills,city,IL,17,1734514, ,6,14263
-87.80566847,42.17801052,114,Highland Park,city,IL,17,1734722, ,6,29693
-87.92730894,41.80054389,115,Hinsdale,village,IL,17,1735307, ,6,17358
-88.12307247,42.06289168,116,Hoffman Estates,village,IL,17,1735411, ,7,52964
-87.94950241,41.60413005,117,Homer Glen,village,IL,17,1735835, ,6,24540
-87.66096141,41.55909868,118,Homewood,village,IL,17,1735879, ,6,19660
-88.43335698,42.1601823,119,Huntley,village,IL,17,1736750, ,6,26421
-90.23130722,39.72881405,120,Jacksonville,city,IL,17,1738115, ,6,19103
-88.08221964,41.52443341,121,Joliet,city,IL,17,1738570, ,8,150572
-87.83301644,41.74878574,122,Justice,village,IL,17,1738830, ,6,13110
-87.86397126,41.10048537,123,Kankakee,city,IL,17,1738934, ,6,26482
-89.9257039,41.23991498,124,Kewanee,city,IL,17,1739727, ,6,12723
-87.87414512,41.80721451,125,La Grange,village,IL,17,1740767, ,6,15492
-87.881123,41.82677128,126,La Grange Park,village,IL,17,1740793, ,6,13821
-87.85961623,42.23804625,127,Lake Forest,city,IL,17,1741105, ,6,19270
-88.34592885,42.17711683,128,Lake in the Hills,village,IL,17,1741183, ,6,29046
-88.08724447,42.19580992,129,Lake Zurich,village,IL,17,1741742, ,6,19943
-87.5395545,41.5641302,130,Lansing,village,IL,17,1742028, ,6,28434
-87.98260876,41.67200523,131,Lemont,village,IL,17,1742795, ,6,16882
-87.96739262,42.28723555,132,Libertyville,village,IL,17,1743250, ,6,20371
-89.37277821,40.15070868,133,Lincoln,city,IL,17,1743536, ,6,13843
-87.73362925,42.00545936,134,Lincolnwood,village,IL,17,1743744, ,6,12734
-88.02800004,42.40905389,135,Lindenhurst,village,IL,17,1743770, ,6,14453
-88.08794269,41.79260799,136,Lisle,village,IL,17,1743939, ,6,22884
-88.02984834,41.58880293,137,Lockport,city,IL,17,1744225, ,6,25575
-88.01604308,41.87335111,138,Lombard,village,IL,17,1744407, ,6,44360
-89.05624762,42.31538898,139,Loves Park,city,IL,17,1745031, ,6,23559
-87.81928673,41.8121243,140,Lyons,village,IL,17,1745434, ,6,10886
-88.293195,42.33854379,141,McHenry,city,IL,17,1745694, ,6,27285
-89.0433145,42.3607012,142,Machesney Park,village,IL,17,1745726, ,6,23637
-90.67032739,40.45960952,143,Macomb,city,IL,17,1745889, ,6,19838
-88.9276692,37.71747425,144,Marion,city,IL,17,1746916, ,6,17430
-87.6908248,41.60006059,145,Markham,city,IL,17,1747007, ,6,12704
-87.74978537,41.50836111,146,Matteson,village,IL,17,1747540, ,6,19165
-88.37808652,39.48211305,147,Mattoon,city,IL,17,1747553, ,6,18358
-87.84418673,41.8797827,148,Maywood,village,IL,17,1747774, ,6,24264
-87.86429387,41.90289728,149,Melrose Park,village,IL,17,1748242, ,6,25983
-87.72424764,41.62543461,150,Midlothian,village,IL,17,1748892, ,6,14761
-88.27972749,41.44774766,151,Minooka,village,IL,17,1749607, ,6,11815
-87.87868085,41.53212362,152,Mokena,village,IL,17,1749854, ,6,19673
-90.48868304,41.49203917,153,Moline,city,IL,17,1749867, ,6,43607
-88.334687,41.72894396,154,Montgomery,village,IL,17,1750218, ,6,19521
-88.43160113,41.3746818,155,Morris,city,IL,17,1750491, ,6,13872
-89.46696879,40.61474313,156,Morton,village,IL,17,1750621, ,6,16885
-87.78900537,42.04232689,157,Morton Grove,village,IL,17,1750647, ,6,23723
-87.93746886,42.06436077,158,Mount Prospect,village,IL,17,1751089, ,7,55176
-88.91720381,38.31479535,159,Mount Vernon,city,IL,17,1751180, ,6,14784
-88.01141216,42.26956012,160,Mundelein,village,IL,17,1751349, ,6,32015
-88.15270125,41.77237003,161,Naperville,city,IL,17,1751622, ,8,145798
-87.97072871,41.50861152,162,New Lenox,village,IL,17,1752584, ,6,26361
-87.81151998,42.02850897,163,Niles,village,IL,17,1753000, ,6,30236
-88.9815975,40.516675,164,Normal,town,IL,17,1753234, ,7,55570
-87.8239305,41.96681103,165,Norridge,village,IL,17,1753377, ,6,14795
-88.34155444,41.80828079,166,North Aurora,village,IL,17,1753442, ,6,17777
-87.8353045,42.12949195,167,Northbrook,village,IL,17,1753481, ,6,34159
-87.85962785,42.31720196,168,North Chicago,city,IL,17,1753559, ,6,30593
-87.90547027,41.91431052,169,Northlake,city,IL,17,1753871, ,6,12611
-87.75271387,41.60561456,170,Oak Forest,city,IL,17,1754638, ,6,27736
-87.75277882,41.71388461,171,Oak Lawn,village,IL,17,1754820, ,7,56898
-87.78994334,41.88716587,172,Oak Park,village,IL,17,1754885, ,7,52662
-89.9108485,38.59317203,173,O'Fallon,city,IL,17,1755249, ,6,30358
-87.85068261,41.61253346,174,Orland Park,village,IL,17,1756640, ,7,57913
-88.33844829,41.68293651,175,Oswego,village,IL,17,1756887, ,6,33186
-88.8318001,41.35276301,176,Ottawa,city,IL,17,1756926, ,6,18526
-88.04297086,42.1180689,177,Palatine,village,IL,17,1757225, ,7,70543
-87.79560671,41.66323639,178,Palos Heights,city,IL,17,1757381, ,6,12455
-87.8223495,41.69852141,179,Palos Hills,city,IL,17,1757394, ,6,17566
-87.68678234,41.48175637,180,Park Forest,village,IL,17,1757732, ,6,21881
-87.84362044,42.01256057,181,Park Ridge,city,IL,17,1757875, ,6,37998
-89.62635263,40.56743322,182,Pekin,city,IL,17,1758447, ,6,33458
-89.59006096,40.69150012,183,Peoria,city,IL,17,1759000, ,8,116343
-89.1266011,41.32653539,184,Peru,city,IL,17,1759234, ,6,10122
-88.21142592,41.60806284,185,Plainfield,village,IL,17,1760287, ,6,42717
-88.5303645,41.67377674,186,Plano,city,IL,17,1760352, ,6,11164
-88.6256035,40.87835724,187,Pontiac,city,IL,17,1761015, ,6,11165
-87.9222295,42.09515263,188,Prospect Heights,city,IL,17,1762016, ,6,16172
-91.3797129,39.93344539,189,Quincy,city,IL,17,1762367, ,6,40567
-88.141075,40.30295937,190,Rantoul,village,IL,17,1762783, ,6,13186
-87.73517818,41.4821702,191,Richton Park,village,IL,17,1763706, ,6,13682
-87.63705756,41.64348919,192,Riverdale,village,IL,17,1764278, ,6,13290
-87.81941761,41.89499494,193,River Forest,village,IL,17,1764304, ,6,10660
-87.83794128,41.92427562,194,River Grove,village,IL,17,1764343, ,6,10350
-89.06155723,42.26293407,195,Rockford,city,IL,17,1765000, ,8,150027
-90.56905146,41.48735811,196,Rock Island,city,IL,17,1765078, ,6,38764
-88.01196925,42.06971693,197,Rolling Meadows,city,IL,17,1765338, ,6,24639
-88.1127874,41.63870289,198,Romeoville,village,IL,17,1765442, ,6,40638
-89.01041975,42.41481252,199,Roscoe,village,IL,17,1765611, ,6,10830
-88.0663405,41.98389333,200,Roselle,village,IL,17,1765806, ,6,23406
-88.10667277,42.34524667,201,Round Lake,village,IL,17,1766027, ,6,19227
-88.08106237,42.37901969,202,Round Lake Beach,village,IL,17,1766040, ,6,28120
-88.30248329,41.92077532,203,St. Charles,city,IL,17,1766703, ,6,33590
-87.55779915,41.49432574,204,Sauk Village,village,IL,17,1767769, ,6,10343
-88.06766134,42.02636933,205,Schaumburg,village,IL,17,1768003, ,7,75857
-87.86931157,41.95864015,206,Schiller Park,village,IL,17,1768081, ,6,11952
-89.91497282,38.55265722,207,Shiloh,village,IL,17,1769524, ,6,13159
-88.21339133,41.5191402,208,Shorewood,village,IL,17,1769758, ,6,16756
-87.74040581,42.03612398,209,Skokie,village,IL,17,1770122, ,7,65526
-88.31033486,41.99135117,210,South Elgin,village,IL,17,1770720, ,6,22833
-87.60222147,41.59766591,211,South Holland,village,IL,17,1770850, ,6,21992
-89.64836432,39.79967906,212,Springfield,city,IL,17,1772000,State,8,115754
-89.69568727,41.79951282,213,Sterling,city,IL,17,1772546, ,6,15100
-88.17814016,42.02084456,214,Streamwood,village,IL,17,1773157, ,6,40779
-88.83046255,41.12504949,215,Streator,city,IL,17,1773170, ,6,13130
-87.8107676,41.78536306,216,Summit,village,IL,17,1773638, ,6,11000
-89.98530639,38.55016377,217,Swansea,village,IL,17,1774119, ,6,14009
-88.6828465,41.98725375,218,Sycamore,city,IL,17,1774223, ,6,17975
-89.3077825,39.55149852,219,Taylorville,city,IL,17,1774574, ,6,10805
-87.78524992,41.59694056,220,Tinley Park,village,IL,17,1775484, ,7,56624
-89.8997395,38.73084249,221,Troy,city,IL,17,1776199, ,6,10306
-88.1929955,40.10189617,222,Urbana,city,IL,17,1777005, ,6,42554
-87.96043814,42.23393095,223,Vernon Hills,village,IL,17,1777694, ,6,26008
-87.97782811,41.88580809,224,Villa Park,village,IL,17,1777993, ,6,22378
-88.1817095,41.81873326,225,Warrenville,city,IL,17,1778929, ,6,13348
-89.40550297,40.70191111,226,Washington,city,IL,17,1779033, ,6,15351
-90.15393502,38.33998304,227,Waterloo,city,IL,17,1779150, ,6,10333
-88.14974875,42.26063616,228,Wauconda,village,IL,17,1779267, ,6,13889
-87.8442405,42.3725507,229,Waukegan,city,IL,17,1779293, ,7,89835
-87.89075893,41.84909319,230,Westchester,village,IL,17,1780047, ,6,16749
-88.20414507,41.88172995,231,West Chicago,city,IL,17,1780060, ,6,27795
-87.90055629,41.80224809,232,Western Springs,village,IL,17,1780242, ,6,13156
-87.97427575,41.79481305,233,Westmont,village,IL,17,1780645, ,6,25021
-88.09442525,41.85868789,234,Wheaton,city,IL,17,1781048, ,7,54379
-87.92394687,42.13076101,235,Wheeling,village,IL,17,1781087, ,6,38486
-87.72918238,42.07713659,236,Wilmette,village,IL,17,1782075, ,6,27447
-87.74207688,42.10646968,237,Winnetka,village,IL,17,1782530, ,6,12368
-87.98059696,41.96635961,238,Wood Dale,city,IL,17,1782985, ,6,14160
-88.02885706,41.74837516,239,Woodridge,village,IL,17,1783245, ,6,34190
-90.0701645,38.86745639,240,Wood River,city,IL,17,1783271, ,6,10392
-88.43555349,42.31032,241,Woodstock,city,IL,17,1783349, ,6,25224
-87.7916886,41.68780311,242,Worth,village,IL,17,1783518, ,6,10457
-88.44883082,41.63925819,243,Yorkville,city,IL,17,1784038, ,6,18123
-87.82521346,42.44333527,244,Zion,city,IL,17,1784220, ,6,24522
-85.68937219,40.08948197,245,Anderson,city,IN,18,1801468, ,7,55026
-85.05479539,41.36690616,246,Auburn,city,IN,18,1802674, ,6,13055
-86.39010916,39.76114306,247,Avon,town,IN,18,1802908, ,6,17428
-86.4821845,38.86472411,248,Bedford,city,IN,18,1804114, ,6,13067
-86.08696345,39.71532805,249,Beech Grove,city,IN,18,1804204, ,6,14782
-86.52669287,39.16353021,250,Bloomington,city,IN,18,1805860, ,7,83901
-86.3832299,39.83391326,251,Brownsburg,town,IN,18,1808416, ,6,25891
-86.12724237,39.97455402,252,Carmel,city,IN,18,1810342, ,7,90578
-87.42388781,41.36649921,253,Cedar Lake,town,IN,18,1811062, ,6,12572
-87.04985243,41.60051148,254,Chesterton,town,IN,18,1812412, ,6,13350
-85.76183943,38.28426067,255,Clarksville,town,IN,18,1812934, ,6,22653
-85.91595462,39.21003689,256,Columbus,city,IN,18,1814734, ,6,48868
-85.14101501,39.65824072,257,Connersville,city,IN,18,1814932, ,6,13119
-86.89668667,40.04326307,258,Crawfordsville,city,IN,18,1815742, ,6,15852
-87.347149,41.42138593,259,Crown Point,city,IN,18,1816138, ,6,30211
-87.51661565,41.4939939,260,Dyer,town,IN,18,1819270, ,6,16281
-87.45489,41.63721381,261,East Chicago,city,IN,18,1819486, ,6,28951
-85.9652405,41.68109728,262,Elkhart,city,IN,18,1820728, ,7,52646
-87.55789992,37.97577002,263,Evansville,city,IN,18,1822000, ,8,122721
-86.01282023,39.9558008,264,Fishers,town,IN,18,1823278, ,7,94441
-85.14362128,41.08850426,265,Fort Wayne,city,IN,18,1825000, ,8,263854
-86.5002535,40.27831915,266,Frankfort,city,IN,18,1825324, ,6,16174
-86.05420883,39.49344431,267,Franklin,city,IN,18,1825450, ,6,25281
-87.34744187,41.59039999,268,Gary,city,IN,18,1827000, ,7,75383
-85.83018945,41.57411354,269,Goshen,city,IN,18,1828386, ,6,33428
-86.10088825,41.73533757,270,Granger,Census Designated Place,IN,18,1828800, ,6,30440
-86.84186383,39.64308853,271,Greencastle,city,IN,18,1829358, ,6,10690
-85.77342069,39.79457,272,Greenfield,city,IN,18,1829520, ,6,22283
-85.50211005,39.35138772,273,Greensburg,city,IN,18,1829718, ,6,12356
-86.103067,39.60834977,274,Greenwood,city,IN,18,1829898, ,7,58164
-87.42399186,41.52784316,275,Griffith,town,IN,18,1830042, ,6,16090
-87.50798679,41.60519184,276,Hammond,city,IN,18,1831000, ,7,78394
-87.45869751,41.54838439,277,Highland,town,IN,18,1833466, ,6,23594
-87.27275851,41.51387315,278,Hobart,city,IN,18,1834114, ,6,28694
-85.50674228,40.88102742,279,Huntington,city,IN,18,1835302, ,6,17124
-86.14634094,39.77709915,280,Indianapolis,city,IN,18,1836003,State,9,864712
-86.94006204,38.39358434,281,Jasper,city,IN,18,1837782, ,6,15819
-85.73672355,38.27830624,282,Jeffersonville,city,IN,18,1838358, ,6,47610
-86.13506901,40.46805563,283,Kokomo,city,IN,18,1840392, ,7,57517
-86.85923495,40.39904241,284,Lafayette,city,IN,18,1840788, ,7,74473
-87.26649595,41.57706609,285,Lake Station,city,IN,18,1841535, ,6,12604
-86.71365645,41.60767495,286,La Porte,city,IN,18,1842246, ,6,22556
-86.02151109,39.84020065,287,Lawrence,city,IN,18,1842426, ,6,49044
-86.45514654,40.03243192,288,Lebanon,city,IN,18,1842624, ,6,17216
-86.35464311,40.75259486,289,Logansport,city,IN,18,1844658, ,6,18397
-85.39697033,38.75809392,290,Madison,city,IN,18,1845990, ,6,12116
-85.65871388,40.55270845,291,Marion,city,IN,18,1846908, ,6,28890
-86.42068616,39.42288408,292,Martinsville,city,IN,18,1847448, ,6,11815
-87.350344,41.48583663,293,Merrillville,town,IN,18,1848528, ,6,36305
-86.90616016,41.7178145,294,Michigan City,city,IN,18,1848798, ,6,31473
-86.16644795,41.67344203,295,Mishawaka,city,IN,18,1849932, ,7,50193
-85.39438435,40.19908282,296,Muncie,city,IN,18,1851876, ,7,70163
-87.50392018,41.54696111,297,Munster,town,IN,18,1851912, ,6,23598
-85.82440236,38.30658748,298,New Albany,city,IN,18,1852326, ,6,37838
-85.36977547,39.91900905,299,New Castle,city,IN,18,1852740, ,6,17924
-85.02850881,41.06719928,300,New Haven,city,IN,18,1852992, ,6,15448
-86.00822673,40.03604062,301,Noblesville,city,IN,18,1854180, ,7,62065
-86.06552925,40.75742711,302,Peru,city,IN,18,1859328, ,6,11011
-86.39941544,39.70339639,303,Plainfield,town,IN,18,1860246, ,6,31631
-86.31876086,41.348233,304,Plymouth,city,IN,18,1860822, ,6,10167
-87.17971347,41.58535419,305,Portage,city,IN,18,1861092, ,6,37284
-86.9235045,40.42904175,306,Purdue University,Census Designated Place,IN,18,1862388, ,6,12365
-84.8906345,39.82082866,307,Richmond,city,IN,18,1864260, ,6,36283
-87.4725285,41.44553474,308,St. John,town,IN,18,1866852, ,6,17078
-87.46829375,41.49721631,309,Schererville,town,IN,18,1868220, ,6,29311
-85.8824035,38.95972166,310,Seymour,city,IN,18,1868832, ,6,19488
-85.76829127,39.52086559,311,Shelbyville,city,IN,18,1869318, ,6,19382
-86.26903703,41.6771051,312,South Bend,city,IN,18,1871000, ,8,102283
-86.24789551,39.79367558,313,Speedway,town,IN,18,1871828, ,6,12476
-87.41076044,39.46847797,314,Terre Haute,city,IN,18,1875428, ,7,61907
-87.05270501,41.4800087,315,Valparaiso,city,IN,18,1878326, ,6,33568
-87.51025609,38.67550526,316,Vincennes,city,IN,18,1879208, ,6,17841
-85.83102315,40.80457872,317,Wabash,city,IN,18,1879370, ,6,10420
-85.84809222,41.24428545,318,Warsaw,city,IN,18,1880306, ,6,15081
-87.17207733,38.65914692,319,Washington,city,IN,18,1880504, ,6,12045
-86.15458238,40.03074397,320,Westfield,town,IN,18,1882700, ,6,38406
-86.91359285,40.45565609,321,West Lafayette,city,IN,18,1882862, ,6,31635
-86.26087615,39.95123182,322,Zionsville,town,IN,18,1886372, ,6,28738
-93.47682995,41.64685625,323,Altoona,city,IA,19,1901630, ,6,18073
-93.62719783,42.02597644,324,Ames,city,IA,19,1901855, ,7,65221
-93.6032795,41.72791894,325,Ankeny,city,IA,19,1902305, ,7,57359
-90.49496682,41.52635255,326,Bettendorf,city,IA,19,1906355, ,6,36059
-93.87732096,42.05304492,327,Boone,city,IA,19,1907480, ,6,12900
-91.12489106,40.8071939,328,Burlington,city,IA,19,1909550, ,6,25603
-94.86469506,42.06972828,329,Carroll,city,IA,19,1911080, ,6,10016
-92.45326741,42.51969397,330,Cedar Falls,city,IA,19,1911755, ,6,41742
-91.67819798,41.96678669,331,Cedar Rapids,city,IA,19,1912000, ,8,134978
-90.2013465,41.85481056,332,Clinton,city,IA,19,1914430, ,6,26232
-93.797495,41.6076833,333,Clive,city,IA,19,1914520, ,6,18870
-91.59780982,41.69808186,334,Coralville,city,IA,19,1916230, ,6,20600
-95.85383344,41.2389026,335,Council Bluffs,city,IA,19,1916860, ,7,62986
-90.57545979,41.53779566,336,Davenport,city,IA,19,1919000, ,8,104706
-93.61575064,41.58856949,337,Des Moines,city,IA,19,1921000,State,8,223803
-90.682911,42.50066018,338,Dubuque,city,IA,19,1922395, ,7,61063
-94.17510053,42.50979904,339,Fort Dodge,city,IA,19,1928515, ,6,25035
-91.348566,40.62400684,340,Fort Madison,city,IA,19,1928605, ,6,10953
-93.56588806,41.36237881,341,Indianola,city,IA,19,1938280, ,6,15507
-91.531014,41.65584999,342,Iowa City,city,IA,19,1938595, ,7,75223
-93.71677711,41.68547866,343,Johnston,city,IA,19,1939765, ,6,21937
-91.40303613,40.4095628,344,Keokuk,city,IA,19,1940845, ,6,10706
-91.58565868,42.04484962,345,Marion,city,IA,19,1949485, ,6,38156
-92.90670186,42.03410457,346,Marshalltown,city,IA,19,1949755, ,6,27883
-93.19981366,43.14872308,347,Mason City,city,IA,19,1950160, ,6,27623
-91.06807535,41.41948211,348,Muscatine,city,IA,19,1955110, ,6,24219
-93.04048216,41.69652435,349,Newton,city,IA,19,1956505, ,6,15199
-91.61382734,41.7442789,350,North Liberty,city,IA,19,1957360, ,6,17774
-92.64048383,41.29210819,351,Oskaloosa,city,IA,19,1959925, ,6,11530
-92.4186171,41.0195756,352,Ottumwa,city,IA,19,1960465, ,6,24639
-92.91807306,41.40510406,353,Pella,city,IA,19,1962040, ,6,10445
-96.41822101,42.49926557,354,Sioux City,city,IA,19,1973335, ,7,84088
-95.15331681,43.14686857,355,Spencer,city,IA,19,1974280, ,6,11764
-95.19699221,42.64314523,356,Storm Lake,city,IA,19,1975630, ,6,11053
-93.71356267,41.62457318,357,Urbandale,city,IA,19,1979950, ,6,45280
-92.35218383,42.49197367,358,Waterloo,city,IA,19,1982425, ,7,70131
-93.86991382,41.59976119,359,Waukee,city,IA,19,1982695, ,6,18359
